coreSi,mgsi,P,T,cpx,g,opx,coe,qfm,ol
1.9133417926787888,0.8758743067124112,50.0,1000.0000000000001,0.14056544780139618,0.012630115913524474,0.8278245001547643,0.0,0.0,0.01897993613031515
1.9640380908156285,0.8795493250182022,50.0,1000.0000000000001,0.14164888297215175,0.012664514905539447,0.8208629634456289,0.0,0.0,0.024823638676679964
2.0146820110448367,0.8832553128564685,50.0,1000.0000000000001,0.1427583165739759,0.012698721318863841,0.8138466090382083,0.0,0.0,0.030696353068952045
2.065273634497446,0.886992663355979,50.0,1000.0000000000001,0.14394126427159787,0.012731181900436234,0.8067295646324492,0.0,0.0,0.03659798919551687
2.1158130421370194,0.8907617763276371,50.0,1000.0000000000001,0.14506144032727997,0.012764277593859617,0.7996450393405684,0.0,0.0,0.04252924273829204
2.1663003147600794,0.8945630584070619,50.0,1000.0000000000001,0.14616080376604104,0.012798955055173283,0.7925508892283891,0.0,0.0,0.04848935195039666
2.2167355329965406,0.8983969232008304,50.0,1000.0000000000001,0.14730484769156496,0.012832538593166479,0.7853836465417688,0.0,0.0,0.054478967173499745
2.2671187773101384,0.9022637914365034,50.0,1000.0000000000001,0.14837620123277517,0.012868054735161234,0.7782570543476053,0.0,0.0,0.06049868968445826
2.317450127998853,0.906164091116536,50.0,1000.0000000000001,0.14962671770742703,0.012902336570968733,0.7709230686516484,0.0,0.0,0.0665478770699559
2.367729665195345,0.9100982576761995,50.0,1000.0000000000001,0.150803916435179,0.01293634116427788,0.7636325006088053,0.0,0.0,0.07262724179173789
2.41795746886737,0.9140667341456383,50.0,1000.0000000000001,0.1519429977489921,0.012971526064435484,0.7563467094332713,0.0,0.0,0.07873876675330113
2.468133618818211,0.9180699713161807,50.0,1000.0000000000001,0.1531050817977091,0.01300721049544074,0.7490096117917556,0.0,0.0,0.08487809591509451
2.518258194687097,0.9221084279110415,50.0,1000.0000000000001,0.15435292709900972,0.013041214903941056,0.7415542341453892,0.0,0.0,0.09105162385165998
2.5683312759496233,0.9261825707605472,50.0,1000.0000000000001,0.15556571978343442,0.013075797983388763,0.7341044334522591,0.0,0.0,0.09725404878091777
2.6183529419181757,0.9302928749820335,50.0,1000.0000000000001,0.1567414017588536,0.01311199093351467,0.7266587732019262,0.0,0.0,0.10348783410570563
2.668323271742344,0.9344398241645477,50.0,1000.0000000000001,0.15790387906077943,0.013148253161725564,0.7191925508385423,0.0,0.0,0.10975531693895275
2.7182423444093464,0.938623910558515,50.0,1000.0000000000001,0.15909394412968017,0.013184366590985033,0.7116694424242501,0.0,0.0,0.11605224685508474
2.7681102387444385,0.942845635270525,50.0,1000.0000000000001,0.16033229540569247,0.013220316805785854,0.7040654926893094,0.0,0.0,0.12238189509921228
2.817927033411331,0.9471055084633972,50.0,1000.0000000000001,0.16156267480731312,0.013256644009781965,0.696435413431671,0.0,0.0,0.12874526775123388
2.867692806912607,0.9514040495616957,50.0,1000.0000000000001,0.162839787789955,0.013292484054328136,0.6887278491931774,0.0,0.0,0.13513987896253946
2.917407637590127,0.9557417874628642,50.0,1000.0000000000001,0.16400310753751313,0.01333066998772465,0.6810989978624516,0.0,0.0,0.14156722461231058
2.9670716036254454,0.9601192607541656,50.0,1000.0000000000001,0.16538900390288383,0.013364961159337472,0.6732176054998156,0.0,0.0,0.1480284294379631
3.016684783040221,0.9645370179356085,50.0,1000.0000000000001,0.16655373980419053,0.013403475971188308,0.665518176099245,0.0,0.0,0.15452460812537608
3.0662472536966203,0.9689956176490556,50.0,1000.0000000000001,0.16787851928593284,0.01343986197520636,0.6576276018469923,0.0,0.0,0.16105401689186846
3.11575909329773,0.9734956289137238,50.0,1000.0000000000001,0.16912188837390205,0.013477828335574723,0.6497841752780242,0.0,0.0,0.16761610801249896
3.16522037938796,0.9780376313682642,50.0,1000.0000000000001,0.17039351975707084,0.013515664735008365,0.6418787343733672,0.0,0.0,0.17421208113455366
3.21463118935345,0.982622215519663,50.0,1000.0000000000001,0.1716627020996564,0.013553708994976486,0.6339403737514705,0.0,0.0,0.18084321515389665
3.263991600422472,0.9872499829991667,50.0,1000.0000000000001,0.1729986737774572,0.013591950197999617,0.6259007502766788,0.0,0.0,0.18750862574786442
3.313301689665833,0.9919215468254793,50.0,1000.0000000000001,0.17426837667048303,0.01362903556889886,0.6178922081189646,0.0,0.0,0.19421037964165358
3.362561533997277,0.9966375316754639,50.0,1000.0000000000001,0.1756221136178841,0.01366763602375429,0.6097650413229478,0.0,0.0,0.2009452090354138
3.4117712101738826,1.0013985741626048,50.0,1000.0000000000001,0.17695348483870926,0.013705709020574676,0.6016212136002167,0.0,0.0,0.2077195925404994
3.460930794796464,1.0062053231234915,50.0,1000.0000000000001,0.17829676468389874,0.013745177461133101,0.5934332114479172,0.0,0.0,0.214524846407051
3.510040364309968,1.011058439912588,50.0,1000.0000000000001,0.1796112620779559,0.01378400627447007,0.5852355391022334,0.0,0.0,0.22136919254534074
3.5590999950038693,1.0159585987055781,50.0,1000.0000000000001,0.18100784033635653,0.013823130477563558,0.5769191454037744,0.0,0.0,0.22824988378230548
3.6081097630125667,1.0209064868115754,50.0,1000.0000000000001,0.18231432436806716,0.013862893816189511,0.5686566084737176,0.0,0.0,0.23516617334202572
3.657069744315773,1.025902804994496,50.0,1000.0000000000001,0.18373319233051955,0.013901908285240879,0.5602429250134069,0.0,0.0,0.24212197437083272
3.705980014738918,1.0309482678039217,50.0,1000.0000000000001,0.18507999818792475,0.013941695531777687,0.5518667292295601,0.0,0.0,0.24911157705073741
3.7548406499535254,1.0360436039157672,50.0,1000.0000000000001,0.18645869639087478,0.013981917790753053,0.5434159226677053,0.0,0.0,0.25614346315066683
3.803651725477614,1.0411895564831053,50.0,1000.0000000000001,0.18787310835575383,0.014021662953134353,0.534894743348374,0.0,0.0,0.2632104853427379
3.852413316676087,1.0463868834974968,50.0,1000.0000000000001,0.18925447985868296,0.01406231601089938,0.5263678347270294,0.0,0.0,0.2703153694033883
3.901125498761107,1.0516363581611976,50.0,1000.0000000000001,0.19064285524604155,0.014103290569380738,0.517796917465574,0.0,0.0,0.2774569367190038
3.9497883467925003,1.056938769270626,50.0,1000.0000000000001,0.19209815579211498,0.014144495356994717,0.509115421986411,0.0,0.0,0.2846419268644793
3.9984019356781304,1.0622949216114892,50.0,1000.0000000000001,0.19350426680523647,0.014185093388819807,0.5004472765228909,0.0,0.0,0.29186336328305273
4.046966340174287,1.0677056363659838,50.0,1000.0000000000001,0.1949635319331034,0.014226151228093953,0.49168384525157566,0.0,0.0,0.2991264715872269
4.0954816348860685,1.0731717515325072,50.0,1000.0000000000001,0.1964331101349613,0.014267474532829758,0.48287145611620313,0.0,0.0,0.3064279592160058
4.14394789426776,1.078694122358326,50.0,1000.0000000000001,0.19786815502432706,0.014309785925931016,0.4740534107409254,0.0,0.0,0.3137686483088166
4.192365192623225,1.0842736217856734,50.0,1000.0000000000001,0.19932923228863136,0.01435219884364624,0.46516376447652213,0.0,0.0,0.3211548043912003
4.2407336041062695,1.089911140911759,50.0,1000.0000000000001,0.20080341559330392,0.014394226043032697,0.45622492072841875,0.0,0.0,0.3285774376352445
4.289053202721037,1.0956075894632105,50.0,1000.0000000000001,0.20229906814483578,0.014436241277461848,0.44722499638431285,0.0,0.0,0.3360396941933895
4.337324062322374,1.1013638962854657,50.0,1000.0000000000001,0.2037809465803741,0.014479707361080169,0.4381936295408451,0.0,0.0,0.3435457165177007
4.38554625661621,1.107181009847679,50.0,1000.0000000000001,0.20527915358019508,0.014522272786241772,0.42910420877708144,0.0,0.0,0.3510943648564818
4.433719859159933,1.1130598987637084,50.0,1000.0000000000001,0.20679619958914083,0.014565491743030224,0.41995115869674676,0.0,0.0,0.3586871499710822
4.481844943362766,1.1190015523297936,50.0,1000.0000000000001,0.20826515944606652,0.014609460346277319,0.4108051455682935,0.0,0.0,0.36632023463936264
4.529921582486135,1.1250069810795447,50.0,1000.0000000000001,0.2098160512717935,0.014653516499619513,0.40153368560641484,0.0,0.0,0.37399674662217214
4.577949849644043,1.1310772173568995,50.0,1000.0000000000001,0.2113575421861324,0.014697560156068434,0.3922298633474027,0.0,0.0,0.3817150343103966
4.62592981780344,1.13721331590773,50.0,1000.0000000000001,0.21294747552638513,0.014740350178765654,0.38283273563953635,0.0,0.0,0.389479438655313
4.673861559784599,1.1434163544908131,50.0,1000.0000000000001,0.21445667261460283,0.014785189730930742,0.37347049343919153,0.0,0.0,0.3972876442152749
4.72174514826147,1.1496874345089039,50.0,1000.0000000000001,0.21602784265858976,0.014830540682116825,0.36400100792592976,0.0,0.0,0.4051406087333637
4.769580655762061,1.1560276816606896,50.0,1000.0000000000001,0.21762965885832844,0.014875247152322206,0.3544591545201717,0.0,0.0,0.41303593946917777
4.8173681546688005,1.1624382466144383,50.0,1000.0000000000001,0.21925314295950593,0.014920409353733273,0.344846017669731,0.0,0.0,0.4209804300170298
4.865107717218895,1.1689203057041866,50.0,1000.0000000000001,0.22080736348146102,0.014965421922837313,0.33525989415311863,0.0,0.0,0.42896732044258307
4.9127994155047086,1.1754750616493481,50.0,1000.0000000000001,0.22239958171830712,0.015011264198608347,0.325588290171027,0.0,0.0,0.43700086391205767
4.960443321474103,1.1821037442986684,50.0,1000.0000000000001,0.22405598474229346,0.015057606841764493,0.31580572382790745,0.0,0.0,0.4450806845880347
